HID,I001,I002,I003,I004,I005,I006,I007,I008,I009,I010
83453,4,1,7,4,4,10,10,2,10,8
83513,8,7,9,6,7,3,2,1,6,6
83514,6,7,4,3,4,6,7,1,3,1
83515,8,6,6,6,4,1,10,7,1,2
83516,5,6,9,7,3,1,10,9,9,6
83517,1,5,8,5,8,1,9,8,3,1
83518,2,6,1,4,1,9,3,7,1,9
83519,3,7,8,6,2,7,7,4,1,10
83520,9,3,5,3,5,6,8,5,3,4
83521,3,5,9,10,8,4,2,3,4,6
83522,6,9,7,5,3,7,4,2,1,3
83523,9,9,3,5,2,1,4,4,7,6
83524,2,10,5,1,7,1,8,1,10,2
83525,10,4,5,8,4,1,10,7,3,9
83526,9,3,7,5,7,10,4,7,3,4
83527,2,8,4,7,1,4,9,5,8,1
83528,8,10,8,6,2,8,10,1,3,6
83529,10,8,9,7,4,4,9,4,3,4
83530,4,9,10,1,3,2,3,3,9,7
83531,6,6,9,5,7,3,6,6,3,1
83532,10,5,1,10,2,8,4,9,10,2
83533,3,9,4,8,1,7,7,5,6,6
83534,6,10,4,2,1,9,5,10,6,10
83535,3,2,6,1,5,6,2,5,3,7
83594,9,4,7,4,4,8,4,7,10,4
83595,2,8,4,7,9,10,4,1,9,8
83596,6,8,7,3,10,3,5,5,3,5
83597,7,1,7,9,4,1,9,9,5,2
83598,7,3,8,7,6,1,5,5,6,6
83599,2,7,9,7,10,7,3,1,9,1
83600,3,6,2,8,1,8,8,9,9,2
83601,2,2,7,2,10,4,6,7,5,8
83602,2,3,9,6,8,4,4,3,7,10
83603,7,6,2,1,2,7,4,8,7,5
83604,4,4,5,3,9,5,10,1,7,3
83605,8,3,8,7,10,10,1,8,8,9
83606,2,7,9,5,8,3,4,3,6,6
83607,9,2,5,10,9,4,5,8,7,4
83608,7,7,4,3,7,4,7,7,1,5
83609,6,8,9,5,5,7,7,7,9,8
83610,3,5,3,3,8,3,1,2,2,4
83611,3,4,7,3,4,7,7,8,1,6
83612,5,9,2,3,6,2,10,8,6,1
83613,9,6,10,2,9,1,6,4,8,10
83614,3,7,3,8,10,9,4,5,2,1
83615,3,10,2,9,10,5,3,9,9,3
83616,2,8,8,4,7,2,5,1,3,8
83675,4,8,6,1,9,9,2,5,5,1
83676,3,9,2,6,4,8,3,7,10,1
83677,6,3,1,10,10,5,7,2,5,4
83678,4,5,9,5,9,1,10,10,9,1
83679,9,1,2,5,1,2,1,10,3,8
83680,5,8,7,8,2,7,5,1,2,6
83681,6,8,9,1,10,8,1,10,8,4
83682,9,1,7,5,4,7,4,1,8,6
83683,9,9,7,1,7,8,3,8,8,10
83684,7,8,6,6,7,4,10,10,9,3
83685,4,1,9,9,1,8,2,4,7,3
83686,4,6,10,9,9,7,10,9,7,1
83687,6,3,9,5,9,6,8,7,7,3
83688,3,1,4,7,1,3,8,2,10,5
83689,6,1,6,4,8,9,6,6,8,8
83690,2,10,5,4,1,5,9,6,8,7
83691,4,2,3,9,3,4,8,9,4,2
83692,2,5,9,2,3,1,10,5,10,7
83693,4,6,2,9,3,6,1,3,4,9
83694,1,3,5,4,6,3,8,9,6,9
83695,10,10,4,1,9,5,2,5,9,10
83696,3,4,8,8,4,9,5,1,8,2
83697,9,1,9,8,2,8,1,1,6,6
83756,6,5,10,7,10,9,6,2,10,4
83757,1,5,7,4,2,8,3,8,7,3
83758,2,1,7,2,3,8,6,10,9,2
83759,2,10,8,7,10,7,2,3,1,7
83760,7,5,9,8,8,1,2,8,7,3
83761,6,4,6,10,2,7,9,9,2,7
83762,4,8,10,1,2,1,6,7,1,1
83763,3,7,3,2,7,9,2,3,8,10
83764,5,9,2,9,7,3,8,10,8,3
83765,4,3,6,8,7,5,4,10,3,10
83766,10,10,3,3,2,1,5,9,4,4
83767,9,7,7,3,1,1,7,5,7,7
83768,4,6,4,1,6,1,8,7,1,4
83769,1,3,10,10,10,7,5,7,7,7
83770,2,6,8,8,9,6,7,2,9,7
83771,1,4,1,5,3,10,9,8,7,4
83772,8,2,3,1,5,7,9,3,2,10
83773,6,2,3,6,2,4,1,4,9,9
83774,6,10,8,1,9,9,5,7,10,10
83775,7,7,5,3,4,5,10,10,2,1
83776,5,10,7,4,4,3,7,5,8,2
83777,2,4,1,10,2,9,7,9,4,8
83778,8,2,10,4,2,2,7,3,5,3
83837,9,10,2,4,1,2,10,9,5,8
83838,7,5,1,9,3,6,7,7,2,2
83839,5,1,10,10,3,10,7,9,5,6
83840,9,7,2,10,8,6,8,1,8,5
83841,4,1,4,6,3,5,9,4,8,8
83842,3,1,4,3,1,3,9,7,6,8
83843,1,3,5,10,6,4,7,6,4,9
83844,4,6,5,6,2,5,6,1,10,10
83845,9,7,8,3,1,7,3,1,10,1
83846,2,7,4,5,10,6,7,6,7,2
83847,7,5,8,8,1,1,2,6,6,10
83848,3,5,10,4,4,9,10,6,8,10
83849,1,7,8,10,8,10,2,4,6,7
83850,3,2,6,6,6,3,6,4,9,2
83851,1,8,8,10,6,4,8,9,1,7
83852,9,4,9,3,7,2,4,3,3,2
83853,8,4,4,1,6,2,2,10,7,3
83854,4,4,6,7,2,5,7,3,6,3
83855,1,3,8,1,4,9,5,9,1,1
83856,9,4,3,1,8,2,6,1,6,9
83857,9,4,2,9,6,6,2,4,3,4
83858,2,8,7,8,3,3,3,6,2,4
83859,9,6,6,4,2,9,7,5,7,10
83860,1,5,3,8,3,3,9,9,10,3
83918,9,8,9,2,1,2,5,7,2,7
83919,3,7,8,2,2,4,6,6,8,9
83920,5,1,8,4,6,2,3,2,9,10
83921,9,8,4,9,5,3,9,1,1,10
83922,10,3,4,8,7,3,2,6,7,5
83923,4,7,8,5,8,4,2,8,7,3
83924,3,5,5,10,9,5,1,1,6,4
83925,2,6,4,7,7,5,7,6,6,3
83927,3,5,4,6,4,3,6,8,8,8
83928,1,8,9,9,1,10,2,7,7,6
83929,4,7,8,6,4,7,7,1,6,2
83930,10,4,3,10,6,1,4,8,2,3
83931,6,10,1,3,10,5,3,10,7,10
83932,9,9,8,7,3,8,6,5,8,10
83933,3,7,7,4,3,9,4,2,10,6
83934,9,8,2,8,3,5,9,2,8,4
83935,6,10,10,4,4,9,5,9,9,9
83936,1,3,3,1,1,9,3,5,8,4
83937,7,8,7,5,7,8,7,7,6,7
83938,6,10,7,4,9,9,3,4,4,3
83939,5,3,5,4,9,2,1,10,1,3
83940,2,6,8,10,3,9,8,10,4,1
83999,10,3,9,6,8,8,9,3,5,9
84000,10,10,10,9,5,9,7,6,8,3
84001,5,3,7,10,2,1,9,6,5,3
84002,2,8,5,8,7,8,4,5,10,1
84003,6,9,9,7,7,7,9,5,4,7
84004,2,9,10,1,1,9,5,10,8,1
84005,7,9,2,10,2,8,10,6,9,6
84006,7,10,1,10,3,9,9,7,7,9
84007,9,6,2,6,2,6,7,7,7,4
84008,5,9,1,8,2,5,7,9,7,2
84009,10,9,6,4,4,2,10,9,5,8
84010,8,2,6,6,6,4,5,4,2,9
84011,10,9,10,7,3,5,1,1,5,9
84012,5,7,8,10,8,2,4,1,2,2
84013,5,1,9,10,10,8,4,3,5,10
84014,2,7,1,7,9,10,8,4,1,1
84015,8,8,3,1,8,4,2,2,3,7
84016,6,9,1,1,1,3,6,10,9,3
84017,5,2,10,7,7,2,7,9,4,1
84018,4,6,8,5,4,2,2,4,7,9
84019,4,8,1,10,3,2,7,3,2,8
84020,7,3,3,7,3,5,10,7,8,2
84021,2,6,1,9,2,8,9,10,2,3
84022,7,1,4,10,8,1,4,4,10,9
84080,5,6,7,3,10,10,7,5,7,1
84081,10,9,9,10,2,3,2,5,2,8
84082,10,3,10,6,6,2,8,8,6,6
84083,3,1,10,10,8,2,6,3,8,4
84084,4,6,2,3,1,2,6,2,5,8
84085,6,7,2,1,1,3,9,9,10,6
84086,5,9,9,4,6,6,1,8,8,7
84087,8,9,9,8,5,7,3,2,8,4
84088,5,9,6,5,4,5,9,5,8,8
84089,6,3,10,2,3,6,5,3,4,5
84090,8,2,5,2,5,1,5,4,9,2
84091,2,6,7,5,3,3,9,1,4,10
84092,2,6,9,7,5,9,8,6,1,7
84093,8,7,9,8,5,4,10,1,3,6
84094,4,5,5,5,6,9,3,6,4,4
84096,9,1,4,4,8,6,1,1,8,9
84097,9,4,1,8,10,6,5,5,9,6
84098,9,8,2,4,1,6,8,9,8,8
84099,2,2,1,7,7,7,10,5,9,5
84100,3,3,9,1,4,10,10,8,2,6
84101,8,7,3,10,9,4,2,7,2,1
84102,7,4,4,2,1,7,8,4,10,7
84103,4,5,5,10,2,1,1,4,1,2
84161,7,8,3,9,2,10,9,5,5,2
84162,2,4,4,4,4,3,8,1,8,4
84163,8,10,5,9,6,10,8,3,3,10
84164,9,6,4,9,6,3,10,9,4,8
84165,8,4,6,7,9,10,2,8,4,9
84166,10,6,2,8,8,6,10,1,1,8
84167,1,1,10,8,6,8,3,7,9,1
84168,2,2,3,3,4,5,2,9,8,9
84169,3,4,5,8,4,5,8,6,10,4
84170,1,9,8,4,10,8,7,8,6,6
84172,8,1,7,1,5,9,4,5,8,9
84173,7,1,10,4,6,8,10,5,1,1
84174,6,5,9,8,3,5,9,7,1,8
84176,9,4,7,3,6,6,1,5,2,4
84177,6,3,7,5,5,9,3,7,2,4
84178,7,2,2,3,10,9,8,5,9,5
84179,7,6,8,7,1,10,8,1,3,3
84180,8,9,1,5,3,5,7,5,10,4
84181,2,5,10,6,3,6,1,1,1,3
84182,8,5,7,1,2,8,5,4,10,5
84183,5,4,10,8,5,4,9,6,2,9
84184,6,4,2,9,8,6,5,9,7,7
84243,9,5,4,3,1,4,3,8,7,9
84244,2,4,3,5,1,5,2,9,2,2
84245,5,10,4,6,10,6,9,10,6,5
84246,3,5,6,9,5,4,8,10,1,5
84247,6,6,1,8,1,9,5,3,9,3
84248,7,8,1,10,2,3,7,5,1,8
84249,3,8,7,3,9,2,10,4,9,7
84250,1,5,10,9,2,2,2,4,4,5
84251,4,9,6,1,1,9,8,1,4,6
84252,10,5,2,9,7,2,4,1,1,10
84254,10,3,3,9,4,8,10,10,5,5
84255,1,5,8,6,9,3,2,7,1,1
84256,3,2,7,10,6,2,9,2,9,8
84258,3,5,6,1,2,10,6,9,4,2
84259,5,10,9,3,8,5,9,9,5,3
84260,6,3,10,8,5,2,7,2,1,7
84261,9,10,2,7,7,2,6,3,3,8
84262,7,1,4,2,6,5,10,2,4,2
84263,7,9,5,10,4,3,2,9,7,9
84264,4,4,6,7,10,5,10,10,2,7
84265,9,7,6,3,4,3,2,5,3,1
84325,5,9,7,5,6,1,10,10,1,1
84326,4,5,9,7,6,7,5,1,4,10
84327,5,1,4,1,5,9,5,9,4,7
84328,8,2,5,9,2,8,2,1,4,4
84329,4,5,7,5,10,7,4,4,2,1
84330,8,9,3,6,4,10,7,9,4,2
84331,10,8,6,9,10,9,8,2,4,10
84332,3,4,8,6,5,10,9,7,10,9
84333,4,3,7,6,6,6,4,7,8,9
84336,2,1,1,10,7,9,6,4,5,7
84339,10,9,7,9,6,1,9,10,5,3
84340,8,1,5,7,10,2,7,8,2,9
84341,10,6,8,5,8,3,10,4,5,7
84342,5,4,4,6,6,8,3,1,10,2
84343,3,8,6,3,8,2,10,2,6,9
84344,10,6,10,2,8,2,9,5,2,1
84345,2,1,7,7,8,10,9,9,10,8
84346,10,9,10,9,10,7,2,3,7,6
84347,10,4,2,8,6,8,7,4,3,10
84406,3,8,6,3,8,4,7,10,6,2
84407,1,8,4,9,8,5,10,10,10,10
84408,5,4,2,3,6,4,1,7,2,4
84409,2,5,9,3,2,4,5,9,7,6
84410,10,9,4,7,2,9,1,2,1,9
84411,9,3,9,6,4,1,9,3,8,3
84412,1,2,9,3,10,4,1,6,3,1
84413,10,2,6,6,9,6,8,6,5,2
84416,4,8,4,1,4,10,6,1,4,10
84417,5,5,5,9,6,10,3,7,6,3
84420,2,2,4,4,3,3,1,2,9,10
84421,8,5,4,2,1,1,7,6,3,1
84422,1,7,5,5,1,8,2,2,1,7
84423,3,6,2,8,4,2,9,6,3,9
84424,5,7,10,2,5,9,3,4,6,2
84425,10,3,2,10,3,7,4,4,8,2
84426,10,1,9,4,1,5,1,7,10,1
84427,5,1,6,5,3,3,8,2,7,6
84488,5,4,5,7,7,3,5,9,1,5
84489,1,4,4,9,8,1,7,2,7,7
84490,6,6,7,10,6,1,3,3,3,9
84491,1,9,9,7,6,7,3,4,1,1
84492,10,4,2,4,5,8,5,4,4,3
84493,1,6,2,1,9,4,6,7,10,4
84494,1,4,8,2,4,6,6,5,9,6
84498,5,6,9,3,1,1,8,3,7,1
84501,8,9,4,9,5,5,5,8,9,8
84502,2,4,10,3,1,4,3,2,10,4
84503,6,9,5,9,3,4,9,10,7,1
84504,9,9,1,7,2,9,5,7,4,3
84505,5,5,1,3,7,6,1,4,3,9
84506,8,10,3,7,9,9,7,3,2,8
84507,10,7,6,3,7,7,6,9,9,6
84508,3,4,9,7,8,8,3,2,1,2
84509,6,5,4,1,10,9,10,7,5,5
84570,4,5,3,10,5,8,9,4,10,7
84571,10,9,10,4,9,3,3,5,6,7
84572,8,10,3,10,7,2,6,3,8,7
84573,5,5,1,6,5,7,10,10,4,10
84574,6,9,5,9,8,9,3,2,9,5
84575,7,3,4,1,2,7,4,3,2,9
84579,8,10,5,2,1,8,3,5,4,9
84580,3,10,4,8,9,1,1,6,9,3
84583,2,6,7,3,1,6,1,4,2,7
84584,6,1,3,8,4,7,1,5,10,9
84585,1,2,10,7,9,6,1,9,4,3
84586,8,9,9,8,5,7,6,9,3,8
84587,4,9,1,4,8,3,10,8,5,7
84588,3,1,5,3,8,9,2,10,1,3
84589,7,3,4,9,2,5,4,1,4,3
84590,3,4,1,2,5,5,3,10,2,4
84651,5,4,2,6,6,9,9,1,8,10
84652,7,1,4,7,3,3,10,8,2,10
84654,5,9,10,9,9,6,2,3,1,5
84655,3,9,9,5,2,8,1,10,9,7
84660,2,7,2,3,10,6,7,9,7,10
84661,6,1,10,3,5,3,1,8,3,3
84664,10,6,7,4,6,5,2,8,10,1
84665,7,5,9,7,8,3,8,10,1,8
84666,9,1,6,5,3,10,8,5,9,10
84667,9,8,4,4,8,8,2,2,5,10
84668,2,4,5,10,4,10,10,4,7,4
84669,5,7,3,4,7,2,8,10,3,3
84670,5,6,3,6,3,1,8,2,4,7
84671,9,10,8,2,2,3,6,7,6,3
84733,1,2,6,9,5,5,1,6,9,9
84734,7,1,3,5,1,3,5,9,5,7
84735,8,2,9,8,7,1,1,5,7,4
84736,10,9,5,6,10,7,6,10,2,4
84742,8,3,10,2,1,2,10,6,6,6
84746,7,8,4,4,1,1,3,2,3,4
84747,3,7,10,7,2,3,1,9,4,10
84748,3,6,2,5,4,7,9,9,2,7
84749,7,7,8,3,5,9,3,5,6,7
84750,5,8,10,2,4,9,6,7,7,6
84751,3,1,1,4,8,5,9,7,10,10
84752,4,7,8,8,6,8,8,10,4,3
84814,7,9,2,1,3,7,4,1,6,3
84815,10,5,9,2,7,5,4,3,3,8
84817,5,9,7,3,3,7,7,5,3,2
84823,4,7,5,2,8,10,5,8,4,2
84824,7,1,1,3,2,7,10,2,8,3
84827,7,7,2,9,9,6,2,3,2,1
84828,7,8,8,3,3,6,8,5,8,1
84829,9,7,9,3,4,9,5,5,6,8
84830,10,9,9,7,3,9,6,3,3,5
84831,9,1,6,8,9,10,7,2,8,4
84832,2,6,1,10,2,8,1,9,8,3
84833,1,7,4,1,10,10,2,6,8,8
84834,1,6,1,3,8,1,10,6,4,6
84896,2,3,5,4,3,5,3,5,1,6
84897,4,4,3,3,5,7,1,6,4,5
84904,3,10,3,4,8,1,9,3,4,8
84908,4,3,3,7,2,3,10,9,3,6
84909,6,10,4,5,7,3,6,8,6,4
84910,8,2,9,1,9,7,10,8,10,9
84911,8,9,6,10,5,1,9,4,3,8
84912,6,5,1,1,10,6,6,10,7,3
84913,7,8,1,1,5,7,1,6,6,5
84914,7,3,10,9,10,7,8,1,6,9
84990,8,8,4,1,1,4,10,7,2,7
84991,2,7,10,4,5,8,4,4,2,7
84992,10,2,7,6,1,6,5,2,8,4
84993,5,10,3,1,9,9,6,2,4,5
84994,8,10,10,2,8,5,4,4,3,8
84995,7,3,3,10,6,8,10,8,5,8
84996,2,5,2,6,10,6,6,4,7,4
85067,3,8,3,6,9,10,2,7,2,4
85071,7,9,3,8,6,3,2,8,10,8
85072,5,8,7,7,7,3,4,8,8,6
85073,5,5,6,1,5,1,4,2,4,4
85074,8,7,9,2,5,5,9,7,5,2
85075,1,2,4,9,5,2,6,10,4,3
85076,3,8,5,10,6,5,3,3,1,6
85077,8,9,9,2,5,9,7,8,10,6
85150,5,6,9,2,10,5,1,8,8,3
85152,10,8,10,6,7,4,1,4,1,1
85153,8,1,2,10,5,4,9,8,9,2
85154,5,2,7,8,1,9,4,3,7,6
85155,1,3,7,3,9,1,3,2,10,1
85156,8,5,7,3,10,3,8,7,3,9
85157,10,9,9,8,10,6,3,5,9,8
85158,1,4,3,4,1,10,10,10,7,4
85231,4,6,1,7,6,2,6,10,9,10
85233,6,2,7,5,10,10,8,1,5,2
85234,6,2,6,9,6,10,3,4,2,9
85235,4,4,7,8,9,3,7,3,2,2
85236,8,1,4,1,9,1,5,4,1,10
85237,6,7,5,3,4,6,4,4,5,9
85238,3,1,5,6,8,10,3,5,1,3
85239,8,9,2,8,5,3,2,10,6,6
85313,6,2,2,7,9,6,4,7,3,3
85315,3,8,1,9,7,8,3,6,2,1
85316,7,5,9,3,10,3,8,9,3,7
85317,1,9,2,8,10,10,4,4,7,2
85318,5,9,10,10,9,4,7,3,8,8
85319,3,3,4,5,8,3,3,4,1,2
85320,2,6,1,7,4,8,4,2,6,9
85321,2,3,3,7,5,4,9,1,9,7
85394,3,2,4,8,4,10,3,6,10,8
85395,4,6,10,10,1,10,5,1,5,8
85396,4,2,4,10,4,4,5,5,10,3
85397,9,3,7,3,4,4,9,10,6,5
85398,6,4,1,4,9,7,1,2,3,6
85399,5,7,2,4,6,9,9,10,10,7
85400,7,7,10,9,3,2,6,3,2,6
85401,7,10,9,5,10,5,6,1,6,1
85475,5,7,5,10,1,10,7,3,3,7
85476,6,5,2,2,5,10,2,9,4,5
85477,3,7,10,9,2,9,7,9,10,5
85478,9,1,5,2,1,1,7,10,9,7
85479,6,2,6,3,6,7,2,10,2,9
85480,10,7,9,5,2,1,8,6,5,4
85481,2,4,6,5,4,1,8,3,3,7
85482,1,5,10,5,8,8,6,10,7,2
85557,10,3,7,7,3,5,3,5,5,8
85558,8,6,10,3,7,10,8,5,7,9
85559,2,5,7,1,2,8,10,10,3,7
85560,9,4,2,9,2,6,8,6,2,3
85561,5,9,10,2,8,5,6,3,5,8
85562,6,9,9,3,7,7,4,10,9,8
85563,3,3,7,8,2,5,8,2,10,8
85638,7,6,3,8,8,9,6,2,9,5
85639,9,4,3,9,3,8,3,3,7,3
85640,2,6,1,2,5,9,10,7,8,1
85641,1,4,1,9,9,4,9,7,5,9
85642,7,8,4,4,4,5,5,8,7,5
85643,9,10,1,6,1,8,10,7,9,10
85719,2,9,4,8,5,9,1,1,5,3
85720,4,9,1,5,2,8,1,4,10,1
85721,10,8,3,8,7,9,7,6,4,8
85722,7,2,1,3,5,5,8,1,2,4
85723,4,7,5,4,4,1,3,6,9,4
85724,6,5,10,7,8,9,2,4,7,7
85801,4,9,8,9,9,2,2,9,5,5
85802,6,5,8,9,1,10,7,10,2,7
85803,6,4,5,3,2,1,8,10,3,4
85804,5,7,5,6,9,7,7,3,2,6
85805,9,6,4,10,1,1,2,6,10,8
85881,5,1,7,9,2,9,1,5,10,3
85882,4,8,5,5,8,8,3,4,6,1
85883,3,1,4,6,3,1,10,8,5,2
85884,9,9,1,8,1,7,3,7,10,9
85885,1,2,6,5,5,8,7,8,7,9
85962,3,2,2,10,5,9,4,6,4,3
85963,3,5,1,8,9,2,2,8,3,2
85964,5,3,8,6,8,5,1,5,4,3
85965,1,1,2,5,7,7,4,4,5,10
85966,8,2,9,4,8,4,2,2,5,8
86044,7,4,6,2,8,7,8,9,1,8
86045,3,5,7,6,3,3,8,2,1,10
86046,3,2,4,8,1,8,3,2,1,1
86047,2,9,7,6,8,8,4,1,5,8
86124,10,5,3,7,4,8,10,7,9,2
86125,3,4,2,5,6,8,1,2,2,10
86126,8,3,4,10,10,5,8,9,5,2
86127,4,2,9,3,6,4,1,1,3,5
86206,5,2,6,3,8,9,3,9,10,1
86207,9,7,10,3,10,10,3,4,7,6
86208,2,7,10,3,9,10,3,1,6,1
86288,5,9,7,7,3,7,4,10,3,6
86289,8,2,7,7,10,7,9,8,7,8
86369,7,2,3,2,1,4,5,7,5,3
157504,2,5,7,4,8,1,1,5,5,2
157505,5,2,5,1,9,1,2,6,5,4
157506,4,1,9,1,7,6,3,4,9,6
157507,3,7,5,5,6,8,6,1,4,5
157508,8,3,9,2,7,4,4,7,1,10
157509,9,6,1,1,3,2,5,5,6,3
157511,3,5,2,10,4,5,8,2,4,8
157512,5,8,2,7,3,1,9,1,1,10
157513,4,10,8,3,8,6,8,6,2,8
157514,8,5,6,2,6,4,5,8,9,4
157515,9,10,10,9,5,10,8,5,7,6
157523,7,5,7,6,7,8,8,8,1,10
157524,6,6,1,3,8,7,7,1,8,9
157525,4,2,9,1,5,1,8,5,6,3
157526,10,10,6,3,4,5,9,10,5,7
157527,5,9,4,1,7,2,8,4,3,9
157528,9,3,7,7,4,2,8,5,9,9
157529,7,2,8,6,4,6,4,5,10,4
157530,3,2,1,8,6,10,10,3,2,8
157531,1,10,2,4,9,9,9,10,1,4
157532,1,1,8,3,6,3,3,3,5,1
157533,5,6,10,6,8,2,9,6,5,1
157534,3,4,2,6,10,2,7,3,10,4
157535,1,9,3,7,1,6,1,5,6,6
157536,3,4,1,6,10,2,9,1,3,4
157537,8,8,5,8,9,4,4,9,10,10
157538,3,7,1,1,10,5,10,2,2,2
157539,7,3,5,2,7,6,9,6,9,1
157540,10,8,6,3,7,8,5,10,9,9
157541,4,4,6,4,3,7,8,6,4,6
157584,9,2,9,10,10,9,8,7,10,2
157585,1,2,8,6,4,10,4,1,8,7
157586,10,4,6,3,4,7,5,9,6,4
157587,3,3,8,1,1,1,10,4,6,1
157588,5,3,2,8,8,1,3,9,5,2
157589,2,2,8,2,4,8,7,3,5,7
157591,6,5,5,8,3,10,5,5,7,1
157592,8,9,4,9,7,7,4,10,3,1
157593,1,10,7,9,10,10,10,7,3,3
157594,9,7,10,7,9,10,8,2,7,1
157595,6,2,8,4,7,9,2,6,6,1
157603,4,8,4,9,1,1,10,9,8,10
157604,6,1,2,7,10,3,8,5,6,2
157605,10,8,8,5,10,4,8,8,5,2
157606,9,8,4,8,1,9,8,7,7,10
157607,10,7,9,5,9,4,4,1,3,6
157608,4,8,4,10,6,5,2,4,10,4
157609,7,1,6,7,3,7,3,3,8,3
157610,5,7,6,5,8,2,5,6,5,10
157611,3,5,5,5,6,3,9,5,7,8
157612,3,6,5,10,5,9,5,7,4,1
157613,6,1,10,4,1,6,2,2,7,5
157614,8,7,5,9,9,1,8,9,6,2
157615,7,4,7,1,10,8,3,8,1,5
157616,10,1,9,6,1,4,2,4,1,7
157617,8,3,6,4,4,8,8,8,10,9
157618,6,7,5,6,10,7,3,6,4,9
157619,7,8,5,1,3,2,5,4,6,8
157620,8,6,10,7,4,5,9,7,10,7
157621,10,7,7,8,5,8,9,6,3,8
157622,8,7,8,7,8,5,6,5,2,2
157665,8,3,3,5,6,10,10,5,1,3
157666,2,3,1,9,1,9,6,9,9,1
157667,8,2,10,3,8,5,6,5,2,1
157668,9,10,9,9,3,10,4,2,5,1
157669,4,1,8,1,9,3,10,5,1,10
157670,5,5,1,3,10,8,9,6,9,7
157672,9,4,5,7,8,6,7,9,8,7
157673,2,3,2,2,10,10,8,2,4,1
157674,1,5,1,8,7,8,6,2,10,6
157675,1,4,10,10,2,1,3,9,3,4
157676,10,10,5,2,10,2,5,10,10,9
157685,9,4,5,4,9,8,8,2,10,3
157686,6,10,8,7,1,10,5,5,9,10
157687,8,10,2,4,4,3,4,8,10,4
157688,4,8,7,8,3,2,4,10,3,5
157689,9,7,10,7,1,2,7,7,3,9
157690,4,2,9,10,5,7,6,2,3,9
157691,8,2,3,7,6,3,6,7,10,6
157692,2,6,1,1,10,10,2,7,5,9
157693,6,2,1,10,3,10,9,3,4,5
157694,6,2,9,4,2,8,9,6,2,8
157695,9,6,10,1,9,7,4,2,8,6
157696,3,5,4,7,2,3,6,4,9,2
157697,8,2,9,7,3,5,4,1,1,5
157698,2,6,9,1,5,5,1,7,4,2
157699,3,7,3,2,1,6,6,6,10,9
157700,5,9,2,3,8,2,10,6,6,10
157701,6,3,2,5,1,4,6,2,1,8
157702,6,7,9,10,2,2,7,6,3,3
157703,3,9,4,6,1,6,9,3,6,1
157704,3,3,6,4,3,4,6,1,3,10
157746,4,3,2,5,4,3,7,3,10,8
157747,7,10,8,2,7,2,3,7,6,10
157748,10,10,9,5,7,7,5,6,2,4
157749,9,4,7,6,1,6,8,6,8,3
157750,9,3,4,10,1,6,4,10,4,3
157751,5,6,6,3,9,4,4,9,4,4
157753,2,3,4,3,9,3,2,8,5,5
157754,2,6,2,4,1,6,10,8,4,9
157755,1,3,1,1,6,3,4,3,1,9
157756,4,2,3,6,9,9,1,10,9,1
157757,8,2,10,7,3,5,5,6,1,1
157766,3,8,8,7,6,4,9,3,9,5
157767,9,9,3,8,8,7,1,5,9,5
157768,7,4,3,7,5,8,1,7,3,3
157769,3,5,4,7,6,8,10,4,4,7
157770,10,1,5,4,8,5,6,10,8,3
157771,9,6,4,6,3,1,9,10,5,7
157772,4,10,6,1,1,8,5,3,7,5
157773,1,1,6,7,5,3,1,6,1,1
157774,9,9,7,3,8,3,2,1,3,9
157775,8,3,10,9,6,8,7,4,10,9
157776,10,4,5,3,4,10,10,2,6,3
157777,1,5,5,3,5,4,3,2,2,5
157778,6,1,7,7,8,6,8,10,1,4
157779,6,7,6,7,5,3,6,9,10,4
157780,5,3,6,6,9,1,3,7,4,4
157781,9,2,1,7,9,4,3,6,9,10
157782,10,7,8,8,7,6,7,1,8,9
157783,2,6,5,2,6,8,6,8,1,8
157784,8,10,6,4,2,2,6,3,2,2
157785,5,7,9,4,1,2,6,7,4,3
157786,2,10,6,10,9,9,7,8,6,5
157787,6,1,8,7,2,6,6,8,8,8
157788,10,9,8,4,6,10,4,5,8,2
157826,7,1,10,3,5,1,10,9,8,6
157827,1,4,5,4,9,3,9,3,1,3
157828,6,7,4,1,10,1,8,7,6,10
157829,5,3,9,3,7,6,5,9,7,9
157830,1,8,4,7,5,3,1,5,7,2
157831,10,1,6,4,4,10,10,2,1,1
157832,4,3,6,9,8,8,3,2,6,4
157834,2,7,3,5,7,3,4,8,6,5
157835,5,9,5,6,9,6,7,5,9,6
157836,4,5,10,4,2,10,5,2,4,10
157837,9,10,3,3,1,5,5,4,7,5
157838,6,8,1,4,1,9,1,9,3,4
157846,5,8,6,9,2,6,5,9,9,9
157847,6,2,4,1,7,8,5,5,8,4
157848,10,1,2,6,9,4,9,5,4,9
157849,4,5,10,3,1,7,6,1,6,6
157850,6,3,7,6,6,5,8,1,10,5
157851,5,8,2,1,5,2,1,8,10,3
157852,9,1,1,6,4,1,5,1,3,2
157853,3,6,10,5,10,1,2,7,5,7
157854,5,10,1,1,1,6,4,1,5,3
157855,3,1,10,9,2,4,6,5,6,2
157856,8,10,6,4,10,8,3,8,6,2
157857,2,10,2,7,6,3,4,5,4,8
157858,8,3,3,3,10,10,3,2,4,1
157859,3,2,2,8,2,9,10,5,10,1
157860,9,6,10,5,10,4,4,1,10,6
157861,4,4,6,1,4,2,2,6,10,9
157862,7,4,9,10,6,8,3,6,10,1
157863,4,6,7,3,7,7,8,8,7,7
